id,review,term,aspect,sentiment,term_from,term_to
2301,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,pork belly tacos,FOOD#QUALITY,positive,96,112
2302,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",hot dogs,FOOD#QUALITY,positive,4,12
2303,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",pork croquette sandwich,FOOD#QUALITY,positive,77,100
2304,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",bun,FOOD#QUALITY,positive,137,140
2305,Restaurant with a view,view,LOCATION#GENERAL,neutral,18,22
2306,The food tasted very good.,food,FOOD#QUALITY,positive,4,8
2307,The family seafood entree was very good.,family seafood entree,FOOD#QUALITY,positive,4,25
2308,The main entree was also very good.,main entree,FOOD#QUALITY,positive,4,15
2309,"Price is high but the food is good, so I would come back again.",food,FOOD#QUALITY,positive,22,26
2310,"Price is high but the food is good, so I would come back again.",food,FOOD#PRICES,negative,22,26
2311,"Price is high but the food is good, so I would come back again.",NULL,RESTAURANT#GENERAL,positive,0,0
2312,This place doesn't make any sense,place,RESTAURANT#GENERAL,negative,5,10
2313,Just want to warn you all - don't waste your time and money.,NULL,RESTAURANT#GENERAL,negative,0,0
2314,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",decor,AMBIENCE#GENERAL,negative,29,34
2315,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",mirrored walls,AMBIENCE#GENERAL,negative,57,71
2316,This place is not inviting and the food is totally weird.,place,AMBIENCE#GENERAL,negative,5,10
2317,This place is not inviting and the food is totally weird.,food,FOOD#QUALITY,negative,35,39
2318,The concept of japanese tapas is newly created and clearly doesn't work.,japanese tapas,FOOD#STYLE_OPTIONS,negative,15,29
2319,"The food they serve is not comforting, not appetizing and uncooked.",food,FOOD#QUALITY,negative,4,8
2320,Good Food,Food,FOOD#QUALITY,positive,5,9
2321,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",food,FOOD#QUALITY,positive,4,8
2322,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",sitting space,AMBIENCE#GENERAL,negative,38,51
2323,Over all it was a very nice romantic place .,place,RESTAURANT#GENERAL,positive,37,42
2324,Over all it was a very nice romantic place .,place,AMBIENCE#GENERAL,positive,37,42
2325,Loved it,NULL,RESTAURANT#GENERAL,positive,0,0
2326,A coworker and I tried Pacifico after work a few Fridays and loved it.,Pacifico,RESTAURANT#GENERAL,positive,23,31
2327,The atmosphere was great.,atmosphere,AMBIENCE#GENERAL,positive,4,14
2328,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",food,FOOD#QUALITY,positive,4,8
2329,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",margaritas,DRINKS#QUALITY,neutral,63,73
2330,"Our waitress wasn't mean, but not especially warm or attentive either.",waitress,SERVICE#GENERAL,neutral,4,12
2331,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",restaurant,RESTAURANT#GENERAL,positive,52,62
2332,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",patio,AMBIENCE#GENERAL,positive,89,94
2333,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",NULL,RESTAURANT#GENERAL,positive,0,0
2334,Dumbfoundingly Poor,NULL,RESTAURANT#GENERAL,negative,0,0
2335,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",NULL,RESTAURANT#GENERAL,negative,0,0
2336,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,NULL,SERVICE#GENERAL,negative,0,0
2337,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,servers,SERVICE#GENERAL,negative,4,11
2338,Polite acknowledgement is out;,NULL,SERVICE#GENERAL,negative,0,0
2339,supercilious scorn is in.,NULL,SERVICE#GENERAL,negative,0,0
2340,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",NULL,SERVICE#GENERAL,negative,0,0
2341,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",server,SERVICE#GENERAL,negative,12,18
2342,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",appetizer,FOOD#QUALITY,positive,92,101
2343,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",food,FOOD#QUALITY,positive,12,16
2344,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",NULL,SERVICE#GENERAL,negative,0,0
2345,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",fit-out,AMBIENCE#GENERAL,positive,21,28
2346,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",furnishings,AMBIENCE#GENERAL,positive,46,57
2347,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",wine list,DRINKS#STYLE_OPTIONS,positive,100,109
2348,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",NULL,SERVICE#GENERAL,negative,0,0
2349,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,RESTAURANT#PRICES,negative,0,0
2350,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,RESTAURANT#GENERAL,negative,0,0
2351,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",NULL,SERVICE#GENERAL,negative,0,0
2352,"On that scale, it's a world-beater.",NULL,RESTAURANT#GENERAL,negative,0,0
2353,How is this palce still open?,palce,RESTAURANT#GENERAL,negative,12,17
2354,I honestly don't even know where to begin.,NULL,RESTAURANT#GENERAL,negative,0,0
2355,"We arrived and were seated immediately, which made us both happy.",NULL,SERVICE#GENERAL,positive,0,0
2356,Everything was going good until we got our meals.,NULL,RESTAURANT#GENERAL,positive,0,0
2357,Everything was going good until we got our meals.,meals,FOOD#QUALITY,negative,43,48
2358,I took one look at the chicken and I was appalled.,chicken,FOOD#STYLE_OPTIONS,negative,23,30
2359,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",NULL,FOOD#STYLE_OPTIONS,negative,0,0
2360,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",spinach,FOOD#QUALITY,negative,61,68
2361,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,FOOD#QUALITY,negative,29,35
2362,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",salmon,FOOD#PRICES,negative,29,35
2363,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",waitress,SERVICE#GENERAL,negative,19,27
2364,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",spinach,FOOD#QUALITY,negative,105,112
2365,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,NULL,FOOD#STYLE_OPTIONS,negative,0,0
2366,So I decide to report back to the waitress because it was completely inedible.,NULL,FOOD#QUALITY,negative,0,0
2367,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",NULL,SERVICE#GENERAL,negative,0,0
2368,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",NULL,SERVICE#GENERAL,negative,0,0
2369,"No desert menu, no apology, nothing!!!!!!",NULL,SERVICE#GENERAL,negative,0,0
2370,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",manager,SERVICE#GENERAL,negative,45,52
2371,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",NULL,SERVICE#GENERAL,negative,0,0
2372,The level of rudeness was preposterous.,NULL,SERVICE#GENERAL,negative,0,0
2373,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",manager,SERVICE#GENERAL,negative,4,11
2374,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",drinks,DRINKS#QUALITY,positive,101,107
2375,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",appetizers,FOOD#QUALITY,positive,112,122
2376,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,NULL,RESTAURANT#GENERAL,negative,0,0
2377,THIS STAFF SHOULD BE FIRED.,STAFF,SERVICE#GENERAL,negative,5,10
2378,cirspy crust margherita pizza,margherita pizza,FOOD#QUALITY,positive,13,29
2379,it was really good pizza.,pizza,FOOD#QUALITY,positive,19,24
2380,the crust was imazingly cooked well and pizza was fully loaded:):):),crust,FOOD#QUALITY,positive,4,9
2381,the crust was imazingly cooked well and pizza was fully loaded:):):),pizza,FOOD#STYLE_OPTIONS,positive,40,45
2382,you know what i mean all the positives things happening there made mw write this review.,NULL,RESTAURANT#GENERAL,positive,0,0
2383,Single Worst Restaurant in Manhattan,Restaurant,RESTAURANT#GENERAL,negative,13,23
2384,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",decor,AMBIENCE#GENERAL,positive,44,49
